filename,video,label_id,label,quality,timestamp
0.jpg,0.jpg,3,Gravel,0.25,2026-07-17T19:53:22
1.jpg,1.jpg,4,Unpaved,0.15,2026-07-17T19:53:23
10.jpg,10.jpg,4,Unpaved,0.15,2026-07-17T22:09:47
11.jpg,11.jpg,4,Unpaved,0.15,2026-07-17T22:09:48
12.jpg,12.jpg,4,Unpaved,0.15,2026-07-17T22:09:52
13.jpg,13.jpg,3,Gravel,0.25,2026-07-17T19:53:32
14.jpg,14.jpg,4,Unpaved,0.15,2026-07-17T19:53:33
2.jpg,2.jpg,4,Unpaved,0.15,2026-07-17T19:53:34
3.jpg,3.jpg,4,Unpaved,0.15,2026-07-17T19:53:35
4.jpg,4.jpg,4,Unpaved,0.15,2026-07-17T19:53:35
5.jpg,5.jpg,4,Unpaved,0.15,2026-07-17T22:10:02
6.jpg,6.jpg,4,Unpaved,0.15,2026-07-17T19:53:39
7.jpg,7.jpg,4,Unpaved,0.15,2026-07-17T22:10:05
8.jpg,8.jpg,4,Unpaved,0.15,2026-07-17T22:10:06
9.jpg,9.jpg,4,Unpaved,0.15,2026-07-17T22:10:07
DJI_0348_frame_00001.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:07
DJI_0348_frame_00002.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:09
DJI_0348_frame_00003.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:10
DJI_0348_frame_00004.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:10
DJI_0348_frame_00006.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:10
DJI_0348_frame_00007.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:13
DJI_0348_frame_00008.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:14
DJI_0348_frame_00010.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:14
DJI_0348_frame_00016.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:15
DJI_0348_frame_00017.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:15
DJI_0348_frame_00019.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:16
DJI_0348_frame_00020.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:17
DJI_0348_frame_00022.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:19
DJI_0348_frame_00028.jpg,DJI_0348,1,Cycleway,1.0,2026-07-17T19:54:20
DJI_0348_frame_00032.jpg,DJI_0348,1,Cycleway,1.0,2026-07-17T19:54:22
DJI_0348_frame_00036.jpg,DJI_0348,1,Cycleway,1.0,2026-07-17T19:54:23
DJI_0348_frame_00037.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:24
DJI_0348_frame_00040.jpg,DJI_0348,2,Road,0.95,2026-07-17T19:54:25
DJI_0349_frame_00004.jpg,DJI_0349,2,Road,0.95,2026-07-17T19:54:27
DJI_0349_frame_00005.jpg,DJI_0349,2,Road,0.95,2026-07-17T19:54:28
DJI_0349_frame_00006.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:29
DJI_0349_frame_00008.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:30
DJI_0349_frame_00009.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:31
DJI_0349_frame_00010.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:32
DJI_0349_frame_00011.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:33
DJI_0349_frame_00013.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:34
DJI_0349_frame_00018.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:35
DJI_0349_frame_00019.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:40
DJI_0349_frame_00020.jpg,DJI_0349,1,Cycleway,1.0,2026-07-17T19:54:42
DJI_0349_frame_00037.jpg,DJI_0349,2,Road,0.95,2026-07-17T19:54:45
DJI_0349_frame_00038.jpg,DJI_0349,5,Unklar/Sonstige,,2026-07-17T22:10:23
DJI_0349_frame_00039.jpg,DJI_0349,2,Road,0.95,2026-07-17T19:54:51
DJI_0350_frame_00001.jpg,DJI_0350,1,Cycleway,1.0,2026-07-17T19:54:53
DJI_0350_frame_00003.jpg,DJI_0350,1,Cycleway,1.0,2026-07-17T19:54:54
DJI_0350_frame_00004.jpg,DJI_0350,1,Cycleway,1.0,2026-07-17T19:54:54
DJI_0350_frame_00009.jpg,DJI_0350,1,Cycleway,1.0,2026-07-17T19:54:55
DJI_0350_frame_00013.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:54:57
DJI_0350_frame_00014.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:54:58
DJI_0350_frame_00015.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:54:59
DJI_0350_frame_00016.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:54:59
DJI_0350_frame_00023.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:55:00
DJI_0350_frame_00031.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:55:01
DJI_0350_frame_00034.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:55:01
DJI_0350_frame_00036.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:55:02
DJI_0350_frame_00038.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:55:02
DJI_0350_frame_00039.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:55:03
DJI_0350_frame_00041.jpg,DJI_0350,2,Road,0.95,2026-07-17T19:55:05
DJI_0351_frame_00002.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:06
DJI_0351_frame_00003.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:07
DJI_0351_frame_00006.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:07
DJI_0351_frame_00008.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:08
DJI_0351_frame_00010.jpg,DJI_0351,2,Road,0.95,2026-07-17T19:55:10
DJI_0351_frame_00011.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:11
DJI_0351_frame_00025.jpg,DJI_0351,3,Gravel,0.25,2026-07-17T19:55:19
DJI_0351_frame_00027.jpg,DJI_0351,3,Gravel,0.25,2026-07-17T19:55:20
DJI_0351_frame_00028.jpg,DJI_0351,3,Gravel,0.25,2026-07-17T19:55:20
DJI_0351_frame_00030.jpg,DJI_0351,3,Gravel,0.25,2026-07-17T19:55:21
DJI_0351_frame_00031.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:22
DJI_0351_frame_00034.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:23
DJI_0351_frame_00035.jpg,DJI_0351,1,Cycleway,1.0,2026-07-17T19:55:23
DJI_0352_frame_00000.jpg,DJI_0352,1,Cycleway,1.0,2026-07-17T19:55:24
DJI_0352_frame_00001.jpg,DJI_0352,2,Road,0.95,2026-07-17T19:55:34
DJI_0352_frame_00005.jpg,DJI_0352,2,Road,0.95,2026-07-17T19:55:36
DJI_0352_frame_00006.jpg,DJI_0352,2,Road,0.95,2026-07-17T19:55:37
DJI_0352_frame_00007.jpg,DJI_0352,2,Road,0.95,2026-07-17T19:55:37
DJI_0352_frame_00011.jpg,DJI_0352,2,Road,0.95,2026-07-17T19:55:38
DJI_0352_frame_00012.jpg,DJI_0352,2,Road,0.95,2026-07-17T19:55:38
DJI_0352_frame_00015.jpg,DJI_0352,2,Road,0.95,2026-07-17T19:55:40
DJI_0352_frame_00016.jpg,DJI_0352,1,Cycleway,1.0,2026-07-17T19:55:41
DJI_0352_frame_00021.jpg,DJI_0352,1,Cycleway,1.0,2026-07-17T19:55:42
DJI_0352_frame_00029.jpg,DJI_0352,1,Cycleway,1.0,2026-07-17T19:55:42
DJI_0352_frame_00035.jpg,DJI_0352,1,Cycleway,1.0,2026-07-17T19:55:43
DJI_0352_frame_00037.jpg,DJI_0352,1,Cycleway,1.0,2026-07-17T19:55:44
DJI_0352_frame_00040.jpg,DJI_0352,1,Cycleway,1.0,2026-07-17T19:55:45
DJI_0353_frame_00003.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:46
DJI_0353_frame_00009.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:46
DJI_0353_frame_00011.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:48
DJI_0353_frame_00012.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:49
DJI_0353_frame_00016.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:49
DJI_0353_frame_00020.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:50
DJI_0353_frame_00023.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:51
DJI_0353_frame_00032.jpg,DJI_0353,1,Cycleway,1.0,2026-07-17T19:55:52
DJI_0354_frame_00001.jpg,DJI_0354,1,Cycleway,1.0,2026-07-17T19:55:53
